Name,Price,Old,Discount,Stars_and_reviews
"Solarmax Solar Panel System Fullkit 150w Solar Panel + 100AH Battery + 600w Inverter + 10 Amp Controller + 4 Bulbs+free Extension,energy Saving","KSh 16,900","KSh 30,000",44%,5 out of 5(2)
Dr. Rashel Collagen Multi-lift Ultra Glow Day Cream,KSh 800,"KSh 1,000",20%, 
Maybelline Fit Me Matte And Poreless Foundation 30 ML-346 HONEY BRONZE,"KSh 1,700", , ,4.7 out of 5(12)
Baby Collection Baby travel Cot Mosquito Net - Sky Blue,KSh 999,"KSh 1,500",33%,5 out of 5(2)
Danny Home Sauvignon White High Quality Glass Set Of 2 ( Cry-07),"KSh 1,440", , , 
Superfoam Morning Glory Heavy Duty Quilted Mattress - Maroon Floral,"KSh 16,842", , ,4.6 out of 5(107)
Danny Home 15 Inch/38 Cm Porcelain Bakeware With Handles (1030-3) – Maroon & White,"KSh 1,224", , , 
Garnier Boost It Up Bundle,"KSh 2,185", , ,4.3 out of 5(8)
LASA 6-Drawer Storage - Dark Grey,"KSh 6,750","KSh 9,475",29%, 
"Vivo V30 Lite - 6.67'', 8GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Breeze Green (2YR WRTY)","KSh 35,999","KSh 39,999",10%, 
"Vivo V29e 5G - 6.78'', 8GB RAM + 256GB ROM - (Dual SIM) - 4800mAh -    Forest Black (2YR WRTY)","KSh 47,999","KSh 49,999",4%, 
Danny Home Baharla 6 Pcs Whiskey Glasses ( 1988-01),"KSh 1,020", , , 
Oraimo OPB-P118Q 10000mah 18W Fast Charging Powerbank,"KSh 2,999","KSh 5,000",40%, 
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Curl Expression  Intensive Moisturizer Mask - Natural Feel 250ml,"KSh 2,571", , ,5 out of 5(2)
Revlon PhotoReady Candid Natural Finish Anti-Pollution Foundation 22ml-350 Natural Tan,KSh 877,"KSh 1,753",50%,3.3 out of 5(4)
LASA Hand Cart Flatform Trolley Truck 136kg Max,"KSh 8,450","KSh 11,950",29%, 
Bonnie KITTEN FOOD CHICKEN 1.5KG,"KSh 2,260", , ,4.3 out of 5(8)
Hasbro Cluedo,"KSh 6,700", , ,4 out of 5(1)
Defacto Girl Casual Wallet - Pink,KSh 443,"KSh 1,110",60%,5 out of 5(1)
IRONING BOARD CAPRICE,"KSh 12,000", , , 
biw biw Melasma Dark Spot Correcting Serum,"KSh 2,600", , , 
Aworky Limited Baby Grooming Care Set - Nail Clippers Set For Children - 4pcs,KSh 425,KSh 700,39%,4.6 out of 5(12)
Adidas Loungewear Essentials Slim Logo T-Shirt Women,"KSh 2,290","KSh 4,579",50%,4.5 out of 5(2)
LASA 90cm Cat Scratching Post Claw Scratcher,"KSh 7,850","KSh 10,500",25%,5 out of 5(1)
Nice & Lovely Perfumed Petroleum Jelly 250g,KSh 465, , ,5 out of 5(2)
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Curl Expression Anti-Buildup  Cleansing Jelly Shampoo 300ML,"KSh 2,488", , ,3 out of 5(2)
BJS BROWN (MAJOLIK) 60x60 3+1 Electric/Gas Cooker - W/ Turbo Fan - Oven 60L Capacity,"KSh 34,999","KSh 42,999",19%,1 out of 5(1)
"Vivo V30 Lite - 6.67'', 8GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Crystal Black (2YR WRTY)","KSh 35,999","KSh 39,999",10%, 
EDENBERG 14 Pcs Knife And Kitchen Tools Set (Eb-11099 Green),"KSh 3,000", , , 
Dr. Rashel Niacinamide Whitening Face Wash,KSh 900, , , 
"Vivo Y27s - 6.56'', 8GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Burgundy Black 2YRs WRTY","KSh 29,999","KSh 39,000",23%,2 out of 5(1)
Dettol Dettol Bathing Soap Original 90g,KSh 300, , , 
Adidas AVIATE SLIDES MEN,"KSh 4,741", , , 
Defacto Woman Casual Regular Fit Woven Long Sleeve Shirt - Black,"KSh 1,333","KSh 2,666",50%,4.6 out of 5(5)
Miniso Woven Rectangle Style Colorful Storage Basket Small Size 29x14x12.5cm,KSh 599, , , 
Samsung Buds 2 Pro True Wireless Bluetooth Earbuds - Black,"KSh 17,999", , , 
U&I Fatty Series UiDC 8514 V8 Charging Cable - Black,KSh 259,KSh 500,48%, 
"Connate Marking Plastic Training Cones 12""",KSh 500, , ,3.7 out of 5(6)
Miniso PINK ME! Series Double-Head Pimple Popper Tool Kit  - 4 Pcs With Case,KSh 559, , ,4 out of 5(1)
Samsung 25w Adapter - Black,"KSh 3,900", , , 
Maybelline Lasting Fix Setting Spray + Sky High Mascara + Super Stay Pioneer,"KSh 6,360", , ,4.2 out of 5(20)
Rashnik RN-1447 3layer Green 1.5 Litres Lunch Box.,KSh 840, , , 
LASA Handheld Digital Laser Distance Measure With Multi-function 40m,"KSh 4,950", , ,5 out of 5(1)
LASA Vojo Data Charging Cable 1.2m Cable With Micro USB - Orange,KSh 295,KSh 550,46%,5 out of 5(2)
LASA ADJ MAX 1.2M HEIGHT SIT TO STAND STANDING DESK,"KSh 22,350","KSh 39,950",44%, 
Ramtons RM/586- 2 Slice Wide Slot Toaster- Stainless Steel (1YR WRTY),"KSh 4,600", , ,4.8 out of 5(4)
LASA 9-Drawer Storage - Dark Grey,"KSh 10,350","KSh 13,065",21%, 
Mara Chamomile Powder -100g,KSh 500,KSh 650,23%,5 out of 5(1)
L'Oréal professionnel Silver Shampoo 500 ML,"KSh 3,483", , ,5 out of 5(1)
Aworky Limited DOORMAT(PET DESIGN),KSh 479 - KSh 809,"KSh 600 - KSh 1,009",20%,5 out of 5(1)
Rosy Cream Hand Wash Soap Rose Petals 500ml With Pump,KSh 170, , ,4.5 out of 5(8)
Solarmax Solar Panel,"KSh 6,500","KSh 10,000",35%,3.8 out of 5(4)
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 780,"KSh 1,000",22%, 
Adidas Run 60s 3.0 Women's Lifestyle Running Shoes,"KSh 7,182","KSh 10,260",30%,5 out of 5(2)
Velvex Facial Tissue Black 80 Sheets,KSh 140, , ,4.4 out of 5(9)
Intex Hand Pump High Out Put,KSh 650, , , 
Danny Home 13 Inch/ 33 Cm Square Porcelain Bakeware With Handles (1030-10) - Maroon & White,"KSh 1,224", , , 
NIVEA 3 For 2 Kids Moisturizing Sun Lotion SPF 50+ - 200ml,"KSh 6,925","KSh 8,379",17%,4.5 out of 5(11)
Nunix AK-300 – 2 In 1 Blender With Grinding Machine – 1.5L – Black,"KSh 2,240", , ,4.1 out of 5(9)
Seagate Expansion 2TB - Portable External Hard Drive - USB 3.0 - Black,"KSh 11,470", , ,5 out of 5(1)
Dr. Rashel Aloe Vera Sooothing & Moisture Sun Cream - 60g,KSh 650, , ,2.7 out of 5(3)
Solarmax 300w Solar Solarmax Solar FuPanel + 200AH Battery + 1000w Inverter + 20 Amp Controller + 4 Bulbs.,"KSh 25,000","KSh 40,000",38%, 
LASA Rolling Extendable Clothing Rack,"KSh 5,150","KSh 6,950",26%, 
Miniso 4-Cup Egg Tart Pan - Bake Delicious Egg Tarts With Ease,KSh 459, , , 
LASA 35cm Silent Wall Swing Clock,"KSh 3,160","KSh 4,740",33%, 
Miniso Cute Cartoon Series Strawberry Bunny Nailclippers  - Pink,KSh 241, , ,5 out of 5(3)
Go Turkey Travel Shoes Organizer 6 pair,"KSh 1,199","KSh 1,500",20%, 
L'Oréal professionnel Scalp Advanced Anti-Discomfort Soothing Hair Treatment 200ml,"KSh 3,152", , ,5 out of 5(4)
EDENBERG 6 Pcs Knife Set With Rubber Wooden Handle And Granite Blade With Acrylic Stand (Eb-11004 ),"KSh 1,800", , ,5 out of 5(1)
Stainless Steel Serving Spoon,KSh 379,KSh 400,5%,4.1 out of 5(14)
Adidas Men's Essentials Fleece 3-Stripes Sweatshirt,"KSh 6,426","KSh 9,180",30%, 
EDENBERG 6 Pc Knife Set With Stainless Steel Stand And Handles (Eb-11002 Black),"KSh 2,400", , , 
Defacto Man Oversize Fit Crew Neck Short Sleeve Knitted T-Shirt - Blue,KSh 889,"KSh 1,778",50%,3.8 out of 5(6)
Maybelline Superstay Vinyl Ink Nude Shock 120 Punchy,"KSh 2,795", , ,5 out of 5(3)
XBOX One X Series Controller,"KSh 10,580", , , 
"L.A Girl Garlic Nail Growth Treatment, 0.47 Fl. Oz",KSh 550,KSh 650,15%,4.8 out of 5(8)
C Idea 7 Inch Portable Android 12 Tablet PC With SIM Card Slot 64GB Expandable Red,"KSh 8,999","KSh 12,000",25%, 
Jik Jik Lemon 250ml,KSh 170, , , 
Miniso FIFA Collection Sports Cooling Towel,KSh 559, , ,1 out of 5(1)
LASA 3.5 MM Audio Cable Male To Male - 0.9M,KSh 500,KSh 795,37%, 
L'Oréal professionnel Vitamino 300ML Shampoo,"KSh 2,156", , , 
Miniso We Bare Bears Water Bottle With Strap - 520mL - Ice Bear,"KSh 1,261", , , 
"Vision Plus VP6BB Vibe Series Beatbox Party Speaker - Black, (2YRs WRTY)","KSh 12,995", , ,3.7 out of 5(7)
"Bounce Cord Series Micro USB Cable Black 1.2m, 6 Months WRTY",KSh 300, , , 
Velvex Deep Colour Papaya Orange Napkins 33cm,KSh 250, , , 
Mortein Mortein Doom PowerGuard Cik – 180ml,KSh 800, , , 
Body Sculpture A Pair Of 1Lb(0.45kg) Wrist/Ankle Weights,"KSh 1,200", , ,5 out of 5(3)
Aworky Limited Plastic Cloth Storage Organization,"KSh 5,599","KSh 7,400",24%,4.3 out of 5(9)
"Rashnik RN-1449 Two Layer Cartoon Themed Food Flask, Green",KSh 696, , ,5 out of 5(1)
Dr. Rashel Vitamin C Brightening & Nourishing Body Lotion,KSh 780,"KSh 1,300",40%,2 out of 5(1)
LASA Elevated Large Bed For All Pets - 38kg Max,"KSh 2,950","KSh 4,950",40%,5 out of 5(1)
Dettol Dettol Jump Liquid Handwash Skin Care 200ml,KSh 450, , , 
Jameson Irish Whiskey - 4.5 Litres,"KSh 13,990","KSh 17,781",21%,4.6 out of 5(8)
Superfoam Medium Density Premium Mattress,"KSh 8,947 - KSh 18,947", , ,5 out of 5(1)
Danny Home 11 Inch/28 Cm Rectangular Porcelain Bakeware (1030-7) - Maroon & White,KSh 864, , , 
Miniso Pure Eau de Parfum for Men,"KSh 1,399", , , 
Dr. Rashel Vitamin C Brightening & Moisturizing Body Butter,KSh 840,"KSh 1,200",30%,4 out of 5(1)
Nice & Lovely Lanolin Lotion 400ml,KSh 295,KSh 365,19%,4.5 out of 5(4)
Sony In-Ear EX14AP Headphones Black,"KSh 1,595", , ,3.7 out of 5(3)
Superfoam Premium High Density Quilted Mattress,"KSh 12,632 - KSh 29,474", , ,5 out of 5(1)
Boma Meat Grinder BM-7017 5L - 304Stainless Steel with 500W Motor,"KSh 3,685", , ,5 out of 5(1)
Anker PowerPort III Cube 20W Wall Charger With PowerIQ 3.0 (UK PLUG) – A2149K21 – White,"KSh 3,500", , ,3 out of 5(2)
Wahl Commercial Grade Super  Taper Clipper,"KSh 9,000","KSh 14,000",36%, 
Miniso Korean Style 1cm Rubber Band 8pcs,KSh 285, , , 
Rashnik RN-1021 TANGO 3 IN 1 (750 WATTS MIXER GRINDER),"KSh 3,299","KSh 3,300",1%,5 out of 5(2)
Raspberry Pi 4B Official Power Supply,"KSh 1,850", , ,5 out of 5(1)
LASA Adjustable Laptop Table Notebook Stand,"KSh 3,650","KSh 5,950",39%, 
XIAOMI MI TV Stick 4k - Black,"KSh 8,350", , , 
Defacto Woman Casual Shawl - Karma,KSh 354,KSh 707,50%,5 out of 5(1)
Danny Home 11.5 Inch/29 Cm Square Porcelain Bakeware Wit Handles (1030-4) – Maroon & White,KSh 864, , , 
Dr. Rashel Rose Oil Face Serum - 40g - Pink & White,"KSh 1,200", , , 
Miniso Cleaning Sponge 4 Pack,KSh 459, , ,4.5 out of 5(2)
Go Turkey Shallow Pan With 2 Handles,"KSh 2,220 - KSh 3,447","KSh 3,920 - KSh 5,337",43%, 
Superfoam Morning Glory  High Density Plain Fabric - Maroon,"KSh 8,421", , ,4.9 out of 5(9)
Defacto Girl Special Collection Regular Fit Woven Swimsuit - Pink,KSh 691,"KSh 1,726",60%,5 out of 5(5)
Superfoam Energize Pro Spring Mattress,"KSh 41,930 - KSh 52,150","KSh 67,100 - KSh 83,250",40%,5 out of 5(1)
Solarmax 200 AH  + 20 A   CHARGE CONTROLLER,"KSh 12,999","KSh 14,999",13%, 
Solarmax 300 WATTS FULLKIT:300WATTS PANEL+200AH BATTERY+1000 WATTS INVERTER+30A CONTROLLER+4 BULBS+10M CABLE,"KSh 24,999","KSh 47,000",47%,3 out of 5(1)
Superfoam Morning Glory Heavy Duty  Plain Mattress - Purple,"KSh 4,650 - KSh 11,390","KSh 8,421 - KSh 16,842",45%,4 out of 5(8)
EDENBERG 6 Piece Set Of Cooking Pans With Granite Coating (Eb-8151),"KSh 11,400", , , 
ESTELIN Fascinating Red Hydrogel Lip Mask,KSh 900,"KSh 1,800",50%,5 out of 5(1)
Adidas AVIATE SLIDES MEN,"KSh 4,741", , , 
Adidas U 3S FL KIDS Essentials 3-stripes Fleece Joggers,"KSh 3,106","KSh 6,211",50%,5 out of 5(1)
Adidas Kids Unisex Essentials Big Logo Cotton Tee,"KSh 2,290","KSh 3,271",30%, 
Miniso Multipurpose Jar Opener,KSh 459, , , 
Danny Home Bar Special Tall Glass 4 Pcs (Cb01-15),"KSh 1,200", , , 
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Red,KSh 506,"KSh 1,012",50%,5 out of 5(3)
Go Turkey Small Golden Tray,KSh 588,KSh 706,17%,5 out of 5(1)
Defacto Woman Casual Brazillian Slip - Black,KSh 384,KSh 767,50%,4.5 out of 5(12)
Adopt Blue Suit EDP 100ml,"KSh 4,000", , , 
Miniso Boundless Eau de Parfum perfume,KSh 699, , ,5 out of 5(1)
Miniso Silicone Baking Cups ( 9 Pcs ),KSh 659, , ,4 out of 5(1)
Miniso S9516 Round Brush For Curly Hair .,KSh 389, , ,4.6 out of 5(5)
Rashnik RN-8017 Solar Light 90w 144,"KSh 2,875", , ,4 out of 5(5)
Defacto Boy Casual Oversize Fit Denim Jacket - Blue,"KSh 2,006 - KSh 3,573","KSh 3,573 - KSh 5,016",60%,5 out of 5(4)
Ramtons RG/501 - Double Burner Gas Cooker - Black,"KSh 8,400", , ,4.1 out of 5(10)
Dettol Dettol Bathing Soap Cool 90g,KSh 160, , , 
Euroken EURO65-3+1-E Electric OVEN Free Stand Glass Top Cooker,"KSh 26,599","KSh 45,499",42%,5 out of 5(1)
Mara Aloe Vera Powder 250g,"KSh 1,500", , , 
Dr. Rashel 24K Gold Anti-Aging Face Wash,KSh 900, , , 
Red Berry RSF507 Insulated Double Wall Vacuum Bottle – 500ml - Silver,KSh 726, , , 
Revlon Colorstay Overtime Lipcolor-Forever Scarlet,"KSh 2,796", , ,3.9 out of 5(9)
Solarmax 200 AH BATTERY + 500 VA INVERTER,"KSh 13,999","KSh 14,999",7%, 
Baby Teether Pacifier Silicon (Water),KSh 319,KSh 400,20%, 
Dr. Rashel Green Tea Clay Stick Mask,KSh 600, , ,4.8 out of 5(4)
Nice & Lovely Nice & Lovely Body Oil 200ml,"KSh 1,200", , , 
Veet Veet Cream Dry 100g,KSh 836,"KSh 1,000",16%,4 out of 5(2)
Solarmax 150AH Battery SOLAR BATTERY,"KSh 8,999","KSh 14,000",36%, 
Valon Valon Baby Petroleum Jelly Perfumed 250ml,KSh 304, , , 
L'Oréal professionnel Silver Conditioner 200ml,"KSh 2,156", , ,5 out of 5(3)
Valon Valon Petroleum Jelly Perfumed 470ml,KSh 486,KSh 543,10%,3.5 out of 5(2)
"Amaya V8 Data Cable For Smartphones, Watch & Headsets",KSh 215, , , 
Go Turkey Cream Shallow Pot,"KSh 5,999 - KSh 8,546","KSh 8,447 - KSh 11,696",30%, 
Philips Hairclipper Series 3000 HC3505,"KSh 4,795", , ,4.4 out of 5(9)
NIVEA 3 For 2 Moisturising Sun Lotion SPF 50+ - 200ml,"KSh 8,068","KSh 8,449",5%,5 out of 5(1)
LASA Industrial Style Round Coffee Lounge Canteen Table,"KSh 10,650","KSh 14,500",27%, 
Superfoam Morning Glory Medium Density Quilted Mattress - Red,"KSh 7,368 - KSh 14,737", , ,4.1 out of 5(20)
EDENBERG 6 Pc Knife Set With Stainless Steel Stand And Rubber Handles (Eb-11062 Grey W/marble),"KSh 2,040", , , 
Adidas Women's Essentials Big Logo Tee,"KSh 2,371","KSh 4,741",50%,5 out of 5(1)
Adidas Aeroready Designed To Move Sport T-Shirt Men,"KSh 2,485","KSh 4,969",50%,4.4 out of 5(5)
Miniso Diamond Etched Brow Trimmer,KSh 514, , , 
Miniso String Light Multi-Color(1.2m/2.45m),KSh 340, , ,3.8 out of 5(4)
LASA Soft Sided Mesh Pet Travel Carrier Breathable,"KSh 2,040","KSh 4,000",49%,3 out of 5(1)
Adidas Tensaur Sport 2.0 CF Kids Hook And Loop Shoes,"KSh 4,348","KSh 6,211",30%,5 out of 5(1)
"Rexona Stress Control Anti-Perspirant Deodorant Spray, 48h 200ml",KSh 849,KSh 850,1%, 
LASA 120CM COMPUTER HOME OFFICE WRITING DESK,"KSh 14,350","KSh 19,950",28%,5 out of 5(1)
All Seasons WHISKY - Connoisseur's Collection - 500 Ml,KSh 850, , ,4.2 out of 5(5)
Sony WH-CH520 Wireless Headphones - Black,"KSh 9,500", , , 
LASA Stainless Steel Double Wall Mount Soap Dispenser - 500ml,"KSh 3,150","KSh 4,350",28%, 
Dr. Rashel Green Tea Purify Softening Toner 100ml,"KSh 1,200", , ,4.5 out of 5(2)
Velvex Jumbo Toilet Paper White 1 Roll Wrapped,KSh 240, , ,4 out of 5(2)
Miniso Pure Colored Large Hair Tie 3pcs  -  Black,KSh 514, , ,3 out of 5(2)
Gold Touch Normal Skin - 50g,KSh 270, , ,1 out of 5(1)
DAYA Adjustable Cycling/Skating Helmet,"KSh 2,000", , ,5 out of 5(2)
"Eurochef EG90-4G2E+G  90* 65  With Gas OVEN Glass Top Free Stand Cooker,Rotisserie,120L","KSh 53,675","KSh 66,700",20%, 
"Eurochef New Arrival EGT55-4G+G OVEN(brown) Free Stand Glass Top Cooker, 60L","KSh 17,860","KSh 20,500",13%, 
Maybelline Fit Me Matte And Poreless Foundation 342 WARM HAZEL,"KSh 1,700", , ,4.3 out of 5(23)
LASA Expandable Kitchen Pot And Pan Organizers Holder Rack,"KSh 1,950","KSh 2,950",34%, 
Aworky Limited Stainless steel spoons- 6pcs,KSh 999, , ,5 out of 5(3)
Mara Dill Seeds 250g,KSh 750, , ,4.6 out of 5(16)
LASA CE-LINK 2m USB 3.0 Male To Female Extension Cord,KSh 450,KSh 795,43%, 
Sundabest Classy High Quality Dinner Plates 6 Pcs (5977),"KSh 1,036", , ,5 out of 5(1)
Midea MF-CN40D2 Non Stick 4.7L Manual Air Fryer-1500W - Black,"KSh 9,195","KSh 14,000",34%, 
"Ramtons RF/410, 3 Gas + 1 Electric Cooker 60x60 - Stainless Steel (1YR WRTY)","KSh 57,700", , ,4.3 out of 5(9)
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Black,KSh 506,"KSh 1,012",50%,4.9 out of 5(7)
LASA 11-Drawer Storage - Dark Grey,"KSh 14,450","KSh 18,865",23%, 
Go Turkey 2in1 Lisbone Soap Dispenser,"KSh 1,215","KSh 2,178",44%, 
Solarmax 150AH Battery SOLAR BATTERY,"KSh 9,000","KSh 14,000",36%,4.5 out of 5(2)
Mara Dill Seed Essential Oil-30ml,KSh 800,KSh 900,11%, 
Bivy Foam Hand Wash Soap Sweet Flowers 500ml,KSh 420, , , 
Adidas Unisex Train Essentials Aeroready 3-stripes Regular-fit Shorts,"KSh 3,062","KSh 4,374",30%,5 out of 5(1)
Defacto Boy Casual Regular Fit Knitted Short - Black,KSh 471 - KSh 893,"KSh 893 - KSh 1,175",60%,4.8 out of 5(5)
Miniso Green Tea Perfume,KSh 699, , , 
Go Turkey PREMIUM SQUARE OVEN TRAY 34CM,"KSh 1,899","KSh 3,434",45%, 
LASA Collapsible Bench Folding Storage With Drawers,"KSh 6,750","KSh 9,360",28%, 
L'Oréal Paris Infallible 24H More Than Concealer 331 Latte,"KSh 2,050", , , 
Dettol Dettol Bathing Soap Herbal 90g,KSh 160, , , 
"Jbl Tune 760, Wireless Over-Ear Headphones - Black","KSh 11,999", , , 
L.A. Colors Nail Duet Nail Polish & Glitter - PB & J,KSh 425, , ,4.1 out of 5(14)
Miniso Separation Salad Container 450ml,KSh 285, , ,4.6 out of 5(8)
Wahl Chrome Super-Taper Commercial Grade Hair Clipper,"KSh 8,900","KSh 10,000",11%,5 out of 5(1)
Qik Dri Embossed Hand Paper Towels 240 Sheets,KSh 385, , ,4.6 out of 5(31)
Dr. Rashel Tea Tree Deep Cleansing Nose Strips,KSh 390,KSh 600,35%,5 out of 5(2)
Miniso Cute Cartoon Series Bowknot Bunny Nailclippers  - Blue,KSh 241, , ,5 out of 5(1)
Sundabest 6 PCS White Square Decorated Ceramic Dinner Plates (11994),"KSh 1,200", , ,5 out of 5(1)
Danny Home Babalar 6 Pcs Whiskey Glasses ( 1988-03),"KSh 1,020", , ,5 out of 5(1)
Danny Home Shinning Crystal Glass Set Of 4 (1988-75),KSh 840, , , 
LASA 5-Drawer Storage - Dark Grey,"KSh 7,250","KSh 10,475",31%, 
Ramtons RM/293- Hot And Normal Free Standing Water Dispenser- White. (1YR WRTY),"KSh 10,200", , ,4.6 out of 5(15)
Miniso Three-rod Towel Shelf Wall Mount Hook,KSh 199, , ,4.1 out of 5(8)
Velvex Facial Tissue Black 140 Sheets,KSh 215, , ,4.5 out of 5(31)
Samsung Galaxy Watch 4 44mm - Black,"KSh 23,500", , , 
Closeup Red Hot Deep Action Gel Toothpaste 125g Value Pack,KSh 360, , ,5 out of 5(3)
QITONG Junior/Children Kids Bike/Bicycle,"KSh 12,700", , , 
EDENBERG 7 Pc Knife Set With Rubber Handle And Block (Eb-11028 Navy Blue),"KSh 1,680", , , 
Adidas Unisex Kids Regular Fit Big Logo Cotton Pants,"KSh 3,106","KSh 6,211",50%,5 out of 5(1)
Revlon ColorStay Concealer-Deep,"KSh 2,509", , ,3.9 out of 5(7)
Dove Conditioner Moisturizing 350Ml,KSh 794,KSh 795,1%,5 out of 5(1)
Miniso Little Pumpkin Plush Toy,KSh 439, , ,4.7 out of 5(3)
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Yellow,KSh 506,"KSh 1,012",50%, 
LASA 6 Shelf Kitchen Microwave Stand,"KSh 10,850","KSh 16,865",36%, 
Miniso Disney Animals Collection Ice Pack 4 Pcs-Marie,KSh 399, , ,5 out of 5(3)
Go Turkey Round Designed Golden Tray,KSh 662,KSh 992,33%, 
L.A. Colors French Nails Pink,KSh 456, , , 
Go Turkey DRAWER ORGANIZER SET (2 PIECES BLACK ),"KSh 1,379","KSh 2,200",37%, 
Home-Baby Suction Cup Bowl Slip-Resistant Temperature Sensing Spoon Set,KSh 479,KSh 650,26%,5 out of 5(3)
Solarmax 200AH SOLARMAX DEEP CYCLE SOLAR GEL BETTERY,"KSh 11,800","KSh 20,000",41%,5 out of 5(1)
Dove Dove Hair Shampoo Moist - 400ml,KSh 844,KSh 845,1%, 
Miniso Mickey Mouse Collection Q - Version Phone Charm,KSh 309, , ,4.7 out of 5(3)
Dettol Dettol Antiseptic Liquid – 1000ml + 500ml,"KSh 3,500", , , 
"Superfoam Water Proof Baby Cot Mattress (Foam Medium Density, Firm) 48"" X 24"" X 4""","KSh 2,316", , ,5 out of 5(1)
Velvex Clear Cling Film 30cm X 30m Single Roll,KSh 128,KSh 160,20%,4.5 out of 5(102)
Havells Stealth Wood 1200mm Designer Ceiling Fan,"KSh 20,000","KSh 32,000",38%,5 out of 5(1)
Adidas Runfalcon 3.0 Ac I Infant Hook and Loop,"KSh 4,348","KSh 6,211",30%, 
Superfoam Premium Memory Foam Mattress - White Plain,"KSh 28,421 - KSh 52,632", , ,5 out of 5(2)
Adidas PIERCO 2.0 FLIP FLOPS WOMEN,"KSh 3,638", , ,5 out of 5(1)
Mikasa Match Ball For Handball Size:2,"KSh 5,000", , , 
Velvex Deep Colour Sunshine Yellow Napkins 33cm,KSh 250, , , 
Adidas G 3S TIG GIRLS,"KSh 3,062","KSh 4,374",30%, 
Water Bottle - 500ML,KSh 419,KSh 550,24%, 
Samsung Smartwatch 6 43mm - Black,"KSh 38,600", , , 
"24"" Commuter Steel Mountain Bike/Bicycle","KSh 28,000", , , 
"Superfoam Baby Cot Mattress 48"" X 24"" X 4"" (Foam Medium Density Quilted Mattress, Firm)","KSh 2,737", , ,4 out of 5(4)
LASA Canteen Dining Kitchen Chair With Steel Frame & Legs,"KSh 8,250","KSh 10,500",21%, 
Adidas G TR-ES 3 Stripes  FZH Girls Sweatshirt,"KSh 3,848","KSh 7,695",50%, 
SIMI S240 Feature Phone 2.4inch Dual SIM Card 2500mAh,"KSh 1,800","KSh 2,600",31%,4 out of 5(2)
Adidas Girls Essentials Big Logo Tee,"KSh 2,290","KSh 3,271",30%,5 out of 5(2)
Anker Soundcore Life Q35 – Noise-Cancelling Headphones with LDAC – A3027 – Black,"KSh 18,900","KSh 20,900",10%,5 out of 5(1)
"Vivo Y27s - 6.56'', 8GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Garden Green 2YRs WRTY","KSh 29,999","KSh 39,000",23%, 
Samurai Rugby Ball Aet Size 3,"KSh 2,600", , , 
Adidas Essentials Embroidered Linear Logo T-Shirt Men,"KSh 2,290","KSh 4,579",50%,5 out of 5(1)
Adidas Men Aeroready Essentials Chelsea Linear Logo Shorts,"KSh 5,108", , , 
Dr. Rashel Vitamin E Hydrating & Antioxidant Toner,"KSh 1,200", , , 
Adidas M 3S SJ T MEN,"KSh 2,554","KSh 5,108",50%,5 out of 5(3)
Boma FOOD CHOPPER BM-7013 3L - 2-Speed Setting with 300W motor,"KSh 2,640", , , 
Miniso Dish Draining Rack,KSh 489, , ,3.8 out of 5(8)
Velvex Deep Colour Chilli Red Napkins 33cm,KSh 250, , , 
Superfoam Fleece Throw Blankets,"KSh 3,684", , , 
Bivy Foam Hand Wash Soap Fresh Flowers 500ml,KSh 420, , , 
Defacto Boy Casual Regular Fit Denim Trousers - Black,"KSh 1,171","KSh 2,927",60%, 
Go Turkey Crystal soap dispenser,KSh 899,"KSh 1,800",50%, 
Solarmax 200AH SOLARMAX DEEP CYCLE SOLAR GEL BETTERY,"KSh 11,800","KSh 20,000",41%,3 out of 5(1)
"Haier 50"" H50K6UG Android Frameless Ultra HD/4K TV - Black","KSh 50,376","KSh 86,869",42%, 
Gilbert Official Ball For Rugby Ball #5 G-Tr4000,"KSh 4,000", , , 
LASA 14 Shelved Metal Bookcase,"KSh 15,350","KSh 23,950",36%, 
Miniso Botanical Garden Series Reed Diffuser - Citrus Solo,"KSh 1,019", , , 
Wahl MultiCut Pro Lithium-Ion Rechargeable Hair Clipper,"KSh 8,100","KSh 9,600",16%, 
Miniso Coca-Cola Card Pouch(White),KSh 514, , ,4 out of 5(2)
Samsung Three Pin 45w Adapter - Black,"KSh 6,700", , , 
Euroken New KOLAV-M605 6.5 inch active rechargeable portable speaker Black,"KSh 2,279","KSh 3,599",37%, 
L'Oréal Paris Infallible 24H More Than Concealer 327 Cashmere,"KSh 1,435","KSh 2,050",30%, 
LASA 3 Bag Laundry Sorter With Ironing Board Top,"KSh 9,750","KSh 15,950",39%, 
